ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1653,1,3,0,0,161,3763.447588,0.001667,0.012346,0,0,8,3,3,0,4,2,0,1
5448,16,230.326389,1,0,86,2351.834722,0.002062,0.020836,0.335232,0,9,1,10,2,5,2,1,0
2675,0,0,1,20,48,1686.354994,0.020408,0.033747,0,0,9,5,10,0,5,2,1,0
1815,0,0,0,0,2,0,0.2,0.2,0,0,1,3,3,0,8,2,0,0
6952,8,133.4,0,0,38,2666.066667,0.002273,0.016576,17.062911,0,9,3,3,2,4,2,0,0
4374,0,0,0,0,16,392.142857,0.00625,0.027206,0,0,1,5,10,0,4,2,0,0
520,0,0,0,0,1,0,0.2,0.2,0,0,2,1,10,0,12,2,0,0
7037,2,132.4,0,0,11,296.3,0,0.015385,0,0,6,1,1,6,4,1,0,0
3159,0,0,0,0,8,463,0,0.025,0,0,2,1,10,6,4,2,0,0
3153,3,68,0,0,8,306,0,0.008889,0,0,1,3,3,4,12,1,1,0
4915,0,0,0,0,22,266.166667,0.009091,0.018182,0,0,8,1,1,0,4,2,0,0
3869,2,34,0,0,18,671,0,0.010526,0,0,1,5,10,6,15,1,1,0
3377,0,0,0,0,3,190,0,0.066667,0,0,1,1,6,2,12,2,1,0
912,2,32.5,0,0,3,39,0.04,0.026667,0,0,9,3,3,0,4,2,1,0
6694,0,0,0,0,22,1321.7,0,0.010833,0,0,3,1,10,5,14,2,0,0
6711,2,54.5,0,0,5,66.5,0,0.028571,0,0,9,4,5,4,18,0,0,0
6684,5,145.883333,0,0,9,112.083333,0.023529,0.043137,2.00164,0,4,5,10,2,8,2,0,0
2535,1,47,0,0,5,388,0,0.04,31.188,0,1,3,3,3,12,2,1,1
2887,0,0,0,0,2,0,0.2,0.2,0,0,2,1,10,1,2,2,0,0
2817,9,192.920455,2,114.5,60,1394.236526,0,0.00303,63.646535,0,9,1,10,3,4,2,0,1
6973,2,34,0,0,65,1451.227362,0.00303,0.008493,0,0,1,1,10,0,8,2,0,0
1043,1,5,0,0,7,228,0,0.028571,0,0,2,3,3,6,12,2,0,0
5730,2,41.2,0,0,36,595.8,0,0.005405,0,0,8,0,10,5,7,2,0,0
8516,3,64.3,0,0,25,2199.52,0,0.042308,3.179666,0,7,1,10,6,4,2,0,0
4974,0,0,0,0,18,588.5,0.051852,0.08963,0,0,9,5,10,2,8,2,0,0
403,3,36,1,62,19,924.333333,0,0.004762,0,0,1,1,10,0,4,1,0,0
2780,8,66.2,3,276,25,641.8,0.006452,0.013978,0,0,7,1,10,0,4,2,0,0
2020,0,0,0,0,14,264.5,0,0.007143,0,0,1,1,10,0,5,2,0,0
7689,0,0,0,0,27,1166.683333,0.014074,0.026492,0,0,8,5,10,3,12,2,0,0
1433,0,0,0,0,20,333.333333,0.01,0.04,0,0,8,1,10,3,8,2,0,0
1313,1,67.4,0,0,14,590.553333,0,0.007143,38.0652,0,5,1,10,0,3,1,0,1
8510,0,0,0,0,4,56,0.1,0.15,0,0,2,1,10,1,12,2,0,0
1874,1,156.142857,0,0,18,1181.198413,0,0.048235,0,0,1,5,10,2,8,2,0,0
1146,2,37.5,0,0,3,45.25,0,0.02,0,0,9,0,3,6,12,2,1,0
7241,5,68.8,0,0,33,781.516667,0.005556,0.008333,22.536937,0,4,1,10,1,4,1,1,0
6597,6,189,0,0,21,704.3,0,0.018478,0,0,9,3,10,7,4,1,0,1
742,11,225.5,7,258.25,40,1352.833333,0.002,0.015733,0,0,9,5,10,0,4,2,1,0
5855,0,0,0,0,13,226,0,0.023077,0,0,9,1,10,4,11,1,0,0
6544,0,0,0,0,7,261.5,0,0.009524,0,0,1,1,10,2,8,2,0,0
1923,0,0,0,0,25,929.583333,0.016,0.0296,0,0,9,5,10,2,14,2,0,0
3340,2,108,0,0,8,316.5,0.033333,0.040741,0,0,2,5,10,6,15,2,1,0
4130,4,32.75,0,0,13,704,0,0.024286,76.790373,0,9,1,10,0,4,2,0,1
271,2,67.5,0,0,11,294,0,0.009091,0,0,9,3,3,6,11,2,1,0
976,6,107.04,3,53.2,114,5066.6611,0.006667,0.016181,0,0,8,5,10,6,12,2,1,0
4835,1,75,2,34.5,100,4436.376299,0,0.007151,0,0,8,1,10,0,4,2,0,1
8120,0,0,0,0,1,0,0.2,0.2,0,0,1,5,9,0,12,2,1,0
6217,0,0,0,0,12,442.5,0,0.008333,0,0,8,1,10,0,4,1,0,0
1637,4,131.1,0,0,13,777.05,0,0.003922,0,0,7,1,10,0,4,2,0,0
5215,0,0,0,0,6,106.5,0,0.033333,0,0,2,3,3,0,12,2,0,0
315,3,159,2,55.5,23,1100.125,0,0.011111,0,0.4,2,5,10,2,1,2,0,0
1737,10,527,3,213,26,994.822222,0,0.003441,0,0,2,5,10,0,4,2,0,0
5249,1,14,0,0,5,92.333333,0,0.016667,0,0,9,1,1,0,8,1,0,0
2875,5,333,2,166,12,151.9,0.031111,0.064444,0,0,1,1,10,0,8,2,0,0
5073,0,0,0,0,16,977.125,0,0.0125,0,0,9,1,10,0,4,2,1,0
7404,0,0,0,0,79,3129.393438,0.018258,0.044962,0,0,2,5,10,6,12,2,0,0
8993,4,75.866667,0,0,72,1822.866667,0.006757,0.024775,11.348601,0,3,1,10,3,8,2,0,0
4916,0,0,0,0,3,145,0.066667,0.133333,0,0,3,1,10,0,12,2,0,0
3223,0,0,0,0,13,129.5,0.061538,0.092308,0,0,1,3,11,0,8,2,0,0
4863,3,224.5,0,0,1,26.5,0,0.033333,0,0,9,5,10,5,2,1,1,0
1288,5,118.7,1,26,41,1019.293939,0.049481,0.05837,0,1,2,5,10,3,12,2,1,0
1096,5,66.5,0,0,29,1141.175,0.010417,0.025903,0,0,8,5,10,0,4,2,0,0
8774,10,130.55,1,23.2,7,128.233333,0.006667,0.015238,0,0,7,1,10,1,3,1,0,0
3970,2,48,0,0,24,543.75,0.016,0.0408,0,0.8,2,1,10,6,4,2,0,0
3555,2,42,0,0,29,218,0,0.003226,0,0,1,1,10,0,4,2,0,0
5315,0,0,0,0,48,1361.63442,0.010204,0.017289,14.521862,0,9,3,3,2,12,2,0,0
8293,0,0,0,0,63,2777.616667,0,0.014086,0,0,1,1,10,6,8,2,0,0
450,0,0,0,0,12,547.333333,0,0.033333,0,0,1,1,10,0,12,2,0,0
1291,0,0,0,0,10,192.75,0.033333,0.028889,0,0,9,3,10,6,8,2,1,0
3531,0,0,0,0,2,0,0.2,0.2,0,0.6,2,1,10,0,12,2,0,0
797,0,0,0,0,8,211.333333,0,0.075,0,0,2,1,7,6,4,2,1,0
5644,0,0,0,0,13,1600,0.015385,0.020513,0,0,9,1,10,0,18,2,0,0
3195,4,14,0,0,28,341.35,0.007143,0.028571,0,0,2,0,3,5,7,2,0,0
7370,0,0,0,0,60,2072.605556,0.013793,0.016834,0,0,5,1,10,0,4,2,0,0
1844,4,140.066667,0,0,74,3146.709481,0.0192,0.042311,0.937705,0,4,3,3,0,8,2,0,0
8429,0,0,0,0,88,2765.444444,0,0.014773,0,0.2,2,1,1,6,4,2,0,0
8640,4,42,1,28.5,34,1367,0,0.001961,0,0,8,1,10,6,4,2,0,0
6017,2,100,6,131,63,2611.651923,0,0.002985,0,0,9,3,3,1,4,2,0,0
2918,0,0,0,0,4,80,0.05,0.075,0,0,1,5,10,2,8,2,0,0
1551,0,0,0,0,38,1251.932143,0,0.011302,0,0,8,3,3,0,8,2,0,0
2054,0,0,0,0,12,305.4,0,0.019444,0,0,9,5,10,0,15,2,0,0
1362,0,0,0,0,5,128,0,0.04,0,0,8,1,10,5,8,2,0,0
6283,10,382.833333,4,319.3,72,4163.797619,0.000298,0.010913,12.092162,0,1,1,10,1,4,2,0,1
1371,0,0,0,0,64,2264.091667,0.00625,0.008854,0,0,8,3,3,6,5,2,0,0
6419,0,0,0,0,2,4,0,0.1,0,0.8,2,1,7,2,8,2,0,0
4338,6,75.416667,1,105,21,752.566667,0.015385,0.022436,7.07243,0,8,3,3,2,5,2,1,0
6068,0,0,2,13,63,4833.925,0.006154,0.015128,0,0,2,1,10,1,7,2,0,0
2870,0,0,1,0,7,188,0,0.033333,0,0,1,1,10,0,11,1,0,0
6848,2,77.5,1,17,46,1066.566667,0.004255,0.019149,51.003082,0,9,5,10,2,5,2,0,1
8509,0,0,0,0,18,1844.416667,0,0.023529,28.527882,0,2,5,6,6,7,2,0,0
1778,0,0,0,0,21,591.9,0.030159,0.057143,0,0,9,3,10,0,8,2,1,0
7383,4,60.166667,3,164.5,159,5608.913545,0.002454,0.018075,2.702518,0,9,1,10,6,8,2,0,1
7135,0,0,0,0,3,36.4,0.066667,0.1,0,0,3,5,10,0,14,2,0,0
4432,0,0,0,0,20,804.25,0.015,0.028333,0,0,8,5,10,7,8,2,0,0
8122,0,0,0,0,5,125.75,0.066667,0.14,0,0,8,5,10,0,5,2,1,0
8470,0,0,0,0,49,1385.85,0,0.013265,0,0,9,1,10,2,12,2,0,0
4852,8,105,1,24.5,70,5778.966667,0.005922,0.023453,0,0,8,1,10,0,11,2,1,0
4923,3,112.75,0,0,15,658.75,0,0.011111,0,0,8,5,10,1,4,1,0,0
6158,2,4,5,161.5,64,3757.079762,0.012255,0.02201,18.883602,0,8,3,10,1,4,2,0,0
6014,0,0,0,0,6,89.333333,0,0.066667,0,0,1,1,1,6,12,2,0,0
5470,1,24,1,72,13,462,0,0.014286,23.13,0,2,1,10,0,4,2,0,1
869,7,367.666667,3,9,58,4191.031746,0.014583,0.033093,1.385792,0,8,3,3,3,10,2,1,0
6101,1,126.5,1,0,52,1894.39384,0.005556,0.016839,0,0,8,5,10,6,15,2,0,0
810,3,68.285714,0,0,26,741.055556,0.014286,0.039707,13.246672,0,8,5,10,2,5,2,0,1
3267,6,176.6,2,204.4,45,789.366667,0,0.004255,0,0,3,1,7,3,4,1,0,0
5200,16,254.253245,3,223.15,221,6606.726779,0.005533,0.016561,4.083948,0,7,0,3,2,8,2,0,1
3459,0,0,0,0,24,580.2,0,0.012121,17.125455,0,1,1,10,0,8,2,0,1
114,7,95.17,1,11.1,68,824.157306,0,0.006667,37.686269,0,3,1,10,6,12,2,0,0
3997,0,0,0,0,15,278.291667,0,0.017778,0,0,9,1,10,4,5,2,0,0
1639,0,0,0,0,8,202.833333,0,0.014286,0,0,2,1,1,0,4,2,0,0
508,2,77,0,0,43,1607.297619,0.002273,0.015909,0,0,1,1,10,0,4,2,0,0
4435,12,251.866667,0,0,60,1993.915257,0.00597,0.011984,13.091546,0,2,1,10,5,8,2,0,0
8065,0,0,0,0,17,336,0,0.01875,0,0.8,2,1,10,0,7,2,0,0
3625,7,104.45,0,0,63,1242.661699,0.011912,0.026918,0,0,8,3,3,7,4,2,0,0
8058,1,43.4,0,0,29,432.022222,0,0.006897,0,0,8,3,3,0,12,1,0,0
2303,0,0,0,0,1,0,0.2,0.2,0,0,1,3,3,0,8,2,1,0
1331,0,0,0,0,13,190.25,0.030769,0.049231,0,0,2,1,10,0,14,2,0,0
2250,0,0,0,0,13,541.916667,0,0.015385,26.099954,0,9,1,1,0,4,1,0,1
1145,7,294,0,0,7,639,0,0.018182,0,0,9,1,1,4,5,2,0,0
7762,4,104.5,4,261.833333,13,214.692208,0.033333,0.02876,0,0,2,5,10,0,4,2,1,0
6212,2,683,0,0,16,1215.766667,0,0.005882,30.576471,0,2,1,10,0,7,1,0,1
2564,5,78.5,1,26,48,1266.119048,0,0.005789,29.010385,0,1,1,10,0,11,1,0,0
961,0,0,0,0,13,700.666667,0,0.015385,0,0,2,5,10,0,7,2,0,0
1705,0,0,0,0,1,0,0.2,0.2,0,0,0,1,10,3,12,2,0,0
6206,12,331.3,0,0,206,9997.728571,0.00144,0.010741,26.023771,0,2,1,10,0,8,2,0,0
1568,0,0,0,0,31,464.933333,0.006452,0.033871,0,0,3,1,10,6,12,2,0,0
3500,4,193.4,0,0,3,364.7,0,0.028571,0,0,7,1,10,2,7,2,0,0
6995,13,278.151961,1,46.5,150,5575.614608,0.000073,0.017155,1.529571,0,9,1,10,5,8,2,0,1
6645,6,190.416667,0,0,78,3913.98703,0.005425,0.006561,0,0,8,5,10,8,8,2,1,0
3108,2,46.4,0,0,30,2559.433333,0.027586,0.064368,0,0,6,5,10,1,8,2,1,0
5030,1,0,0,0,28,2195.580952,0,0.021429,8.391282,0,7,3,3,6,4,2,0,1
5426,3,54,0,0,20,262.9,0.008333,0.055556,0,0,9,1,10,0,4,2,0,0
2052,0,0,0,0,7,442.166667,0,0.057143,0,0,2,0,10,6,12,2,0,0
8817,0,0,0,0,45,1682.25,0.026667,0.057778,0,0,8,1,10,2,8,2,0,0
5454,1,80,2,48,25,879.666667,0,0.007692,0,0,2,3,3,2,4,1,1,0
7594,0,0,1,98,14,491.375,0,0.011905,0,0,8,3,3,0,4,2,0,0
3163,0,0,0,0,49,1384.016667,0,0.011905,0,0,1,1,10,0,4,2,0,0
3519,3,115.125,0,0,46,909.522619,0.004255,0.020449,0,0,1,1,10,1,8,2,0,0
1556,0,0,0,0,3,39.5,0,0.033333,0,0,9,3,3,4,11,1,0,0
4317,3,53.4,0,0,21,216.7,0,0.008696,0,0,6,1,10,0,4,1,0,0
1523,0,0,0,0,21,947,0.01,0.02,55.8486,0,2,1,10,0,3,1,1,1
2787,0,0,0,0,12,846.25,0,0.018182,40.401448,0,9,1,8,0,2,1,0,1
1349,2,136.4,0,0,41,1275.26927,0,0.013462,0,0,8,5,10,2,12,2,1,0
8046,1,6,0,0,25,1177.506667,0.008333,0.0375,0,0,7,1,10,6,8,2,0,0
4306,2,7,0,0,27,559.4,0.014815,0.030453,0,0,1,1,1,2,12,2,1,0
8339,4,158.333333,1,9,9,634.2,0.005556,0.008095,0,0,1,5,10,0,8,2,1,0
4944,1,44.5,0,0,31,739.666667,0.01,0.052222,0,0,9,3,11,6,8,2,0,0
4027,0,0,0,0,12,279.547619,0,0.019048,0,0,8,5,10,0,12,2,0,0
2665,0,0,0,0,2,0,0.2,0.2,0,0,9,3,3,5,8,2,1,0
352,5,131.2,3,27,21,893.45,0.017391,0.020652,7.091478,0,2,5,10,6,7,2,1,1
2208,0,0,0,0,2,0,0.2,0.2,0,0,3,5,10,2,14,2,0,0
8964,0,0,0,0,6,197,0,0.011111,0,0,1,1,10,0,4,2,0,0
954,8,103,0,0,19,2081.5,0,0.01,24.547063,0,8,1,10,6,4,1,1,1
195,10,664.086667,3,18.5,26,1494.053333,0.021212,0.028543,20.35484,0,8,5,10,0,18,2,0,0
6406,0,0,0,0,4,87.5,0,0.05,0,0,2,1,10,2,12,2,0,0
6192,1,14,0,0,6,156,0,0.04,0,0,1,3,3,6,8,2,1,0
3140,0,0,0,0,15,314.5,0,0.013333,0,0,9,4,5,4,18,0,0,0
3506,3,86.75,2,51,11,145.666667,0.007692,0.023077,0,0,9,3,3,0,4,1,0,0
4053,2,76.766667,2,9,17,1566.2,0.009524,0.038095,0,0,6,1,10,6,3,2,0,0
4033,0,0,0,0,13,328.916667,0,0.014286,59.790143,0,1,5,10,0,12,2,0,1
3661,0,0,0,0,6,399,0.033333,0.022222,44.99,0,2,5,10,5,3,2,0,1
1889,3,168,1,27,57,1580.6,0.011475,0.028331,0,0,2,1,10,4,7,2,0,0
6169,9,292.3,0,0,117,1953.537512,0.002893,0.007295,2.767055,0,5,3,3,0,7,2,1,0
1742,0,0,0,0,13,231.5,0.015385,0.023077,0,0,2,1,1,6,8,2,0,0
8538,4,70.833333,1,30,27,1150.192063,0.003125,0.0125,23.554375,0,2,1,10,0,4,2,0,1
4038,0,0,0,0,1,0,0.2,0.2,0,0,0,5,10,6,12,2,0,0
8720,0,0,0,0,30,1285.166667,0.002759,0.02266,0,0,8,5,9,0,11,2,1,0
3250,1,71.6,0,0,28,559.866667,0.003448,0.013793,0,0,8,1,10,0,8,2,1,0
3003,0,0,0,0,51,5818.916667,0.00098,0.022985,0,0,1,1,10,0,8,2,0,0
3242,0,0,0,0,18,437.1875,0.011111,0.006878,0,0,1,3,3,3,19,2,1,0
2193,0,0,5,924,45,3198.186667,0.004,0.016364,32.417734,0,7,1,8,2,4,2,0,1
5823,0,0,0,0,4,44.5,0,0.05,0,0,9,1,10,7,4,2,0,0
1438,1,4,0,0,13,2123.5,0.015385,0.030769,42.745904,0,8,1,10,0,12,2,0,1
4341,7,65.833333,2,39.666667,135,5520.175505,0.002963,0.010258,0,0,9,1,10,0,8,2,0,0
1025,0,0,0,0,19,422.833333,0.010526,0.045614,0,0,1,1,10,0,12,2,0,0
6745,0,0,0,0,15,1137,0.04,0.044444,0,0.8,2,0,10,0,2,2,0,0
6588,16,770.6,0,0,52,3593.12932,0.007796,0.018264,0,0,2,3,10,0,4,2,0,0
3863,1,23.2,0,0,0,0,0,0.033333,0,0,7,1,10,1,12,2,0,1
6845,0,0,0,0,2,35,0,0.1,0,0,0,3,3,1,12,2,0,0
5666,4,66.333333,2,58.166667,38,1524.702381,0,0.006629,0,0,1,1,10,6,4,1,1,0
5293,2,13,0,0,13,477.5,0.0125,0.01875,0,0,9,1,7,0,8,2,0,0
4830,1,26.5,1,58.5,24,760.763235,0.006154,0.020513,33.110003,0,8,1,10,0,4,2,0,1
3529,6,461,0,0,4,111,0,0.011111,0,0,9,5,9,6,11,1,0,0
4485,0,0,1,249.5,33,1458.97619,0.027459,0.041167,0,0,9,3,3,0,5,2,0,0
7197,0,0,0,0,10,455,0,0.022222,25.752639,0,9,3,3,5,4,1,0,1
56,2,85.5,0,0,42,1741.483333,0,0.002051,27.128042,0,1,1,4,0,8,2,0,0
3198,0,0,0,0,42,1022.384615,0.014634,0.03194,0,0,8,3,3,5,5,2,1,0
7199,0,0,0,0,9,206.6,0,0.005556,0,0,4,1,1,6,7,1,0,0
6957,0,0,0,0,4,214.333333,0,0.05,0,0,8,3,3,4,12,2,0,0
155,0,0,0,0,33,472.361111,0.012903,0.014721,0,0,8,3,3,4,4,2,0,0
7466,0,0,0,0,25,375.661905,0.004,0.041778,0,0,2,1,7,0,4,2,0,0
4580,0,0,0,0,11,496,0.018182,0.063636,0,0,9,5,2,5,12,2,0,0
6912,0,0,0,0,55,1119.543056,0.005455,0.008871,0,0,8,3,3,0,12,2,0,0
3305,0,0,0,0,10,146.916667,0.06,0.085,0,0,8,5,10,2,14,2,1,0
4547,0,0,0,0,95,3208.208333,0.002128,0.010851,5.364419,0,8,1,10,0,8,2,0,1
1295,1,5,0,0,9,95.3,0,0.02,0,0,2,1,10,5,12,2,0,0
8803,5,218,0,0,13,284.5,0,0.004167,0,0,1,3,3,0,4,1,0,0
8006,8,115.7,0,0,24,2159.5,0,0.022857,0,0,6,1,10,8,4,2,0,0
8496,0,0,0,0,1,0,0.2,0.2,0,0,3,1,10,0,8,2,0,0
3269,0,0,0,0,1,0,0.2,0.2,0,0,8,1,10,6,14,2,0,0
7746,1,26.5,0,0,6,110,0.066667,0.1,0,0,8,5,10,0,4,2,0,1
6317,4,209.5,0,0,23,1780.7,0,0.011538,0,0,8,1,10,6,4,1,0,0
8455,0,0,0,0,11,555.625,0.018182,0.054545,0,0,8,1,10,0,12,2,0,0
371,0,0,0,0,21,1461.833333,0.021053,0.036842,23.823249,0,8,1,10,0,8,2,1,1
8579,0,0,0,0,5,42.2,0,0.04,0,0,3,1,10,6,8,2,0,0
6592,0,0,0,0,8,210.4,0,0.05,0,0,8,3,3,6,11,1,1,0
2508,0,0,0,0,1,0,0.2,0.2,0,0,1,1,10,5,12,2,0,0
3646,0,0,0,0,22,282.083333,0.045455,0.063636,0,0,8,1,10,2,8,2,0,0
8297,0,0,0,0,4,70.5,0.05,0.1,0,0,1,5,10,2,12,2,0,0
5688,0,0,0,0,20,1175.488095,0,0.021053,0,0,9,5,10,6,14,2,0,0
1301,0,0,6,129.125,47,1117.642857,0.007547,0.01934,0,0,9,3,3,0,4,2,0,0
1643,1,6,0,0,14,1626,0.051282,0.092308,0,0,8,3,3,0,8,2,0,0
5677,4,55.5,0,0,33,1274.190476,0.005714,0.009286,0,0,1,1,10,1,4,2,1,0
2076,8,279.28,0,0,17,835.418095,0,0.018571,35.891408,0,5,5,10,6,4,1,0,1
4939,4,47.5,0,0,16,331.333333,0,0.010526,254.607158,0,2,1,7,0,4,1,0,1
6661,0,0,1,11,54,1299.196667,0.003636,0.022545,0,0,6,3,3,6,4,2,1,0
6468,7,286.833333,0,0,49,1493.695238,0.005391,0.015751,0,0,9,5,10,6,5,2,1,0
5658,0,0,0,0,37,1089.208333,0,0.017117,0,0,9,0,10,0,4,1,0,0
6326,0,0,0,0,3,75.5,0,0.066667,0,0,9,5,10,2,4,2,1,0
2072,0,0,0,0,24,445,0,0.033333,0,0,9,1,10,6,4,1,0,0
2840,0,0,0,0,77,1750.371795,0.021368,0.031795,0,0,5,3,3,0,2,2,0,0
758,0,0,0,0,7,82,0,0.057143,0,0,2,0,3,0,12,2,0,0
3725,2,15.2,0,0,22,244.2,0.027273,0.063636,0,0,5,1,10,3,8,2,1,0
5681,0,0,0,0,6,46,0,0.016667,0,0,9,7,10,2,8,2,0,0
7475,0,0,0,0,21,580.083333,0.009524,0.02381,0,0,8,1,10,6,15,2,1,0
8360,1,3,0,0,11,271.716667,0,0.016667,0,0,1,0,3,6,4,2,1,0
6910,4,224,1,32,20,789.35,0,0.002721,0,0,1,3,10,2,4,2,0,0
1254,1,5,0,0,7,1252.766667,0.025,0.021429,0,0,6,3,10,3,7,2,0,0
3790,5,66.966667,2,416,291,12065.18135,0.001226,0.00866,9.013011,0,2,1,10,0,7,2,0,0
8635,0,0,1,13,27,1620.024762,0.05,0.085714,0,0,6,2,12,2,8,2,0,0
2605,2,30,1,0,24,567.25,0,0.011538,0,0,9,1,7,0,4,2,0,0
1763,0,0,0,0,20,600.396667,0.023333,0.04,0,0,5,5,10,5,14,2,1,0
2584,3,148,0,0,8,292.5,0,0.027273,0,0,1,1,10,0,12,2,1,0
1337,3,79.75,0,0,3,73.5,0.04,0.077778,0,0,1,5,10,0,4,2,0,0
2923,5,62.6,0,0,15,272.5,0,0.011111,0,0,7,3,3,0,4,1,1,0
7410,0,0,0,0,14,115.666667,0.057143,0.07619,0,0,2,5,10,0,14,2,0,0
2558,9,151.566667,0,0,54,2446.144571,0.004678,0.00941,1.943059,0,8,5,10,0,12,2,1,1
3686,4,46.4,0,0,128,5287.233333,0.017188,0.034483,14.984875,0.4,2,1,10,6,14,2,0,0
8004,1,3,0,0,45,884.335714,0.001087,0.014389,18.124461,0,2,1,10,0,7,2,0,0
7107,0,0,0,0,4,352,0.1,0.15,0,0.8,2,1,10,0,14,2,0,0
2014,0,0,0,0,7,42,0.057143,0.085714,0,0,9,1,1,1,8,2,1,0
5629,0,0,0,0,1,0,0.2,0.2,0,0,1,3,3,0,12,2,0,0
1158,1,48,0,0,52,2376.861905,0.016667,0.045679,13.325926,0,2,1,10,6,12,2,0,0
2538,7,177.25,0,0,13,297.833333,0,0.021429,0,0,8,3,10,6,4,1,1,0
7380,1,51.5,0,0,12,549.25,0,0.015385,0,0,9,1,10,5,4,1,0,0
6573,0,0,0,0,10,225.466667,0,0.05,0,0.4,0,3,3,7,12,2,0,0
3167,12,217.083333,5,480.125,90,1996.565909,0.013684,0.027808,0,0,8,5,10,6,8,2,0,0
1075,4,98.5,0,0,9,281.75,0,0.030909,0,0,9,3,3,6,4,2,0,0
1734,0,0,0,0,8,361,0,0.025,0,0,9,1,10,6,12,2,0,0
3349,0,0,0,0,1,0,0.2,0.2,0,0,8,1,1,0,5,2,1,0
8809,2,0,0,0,8,119,0.075,0.1,0,0,2,3,10,0,4,2,0,0
1800,4,80.5,0,0,27,472.5,0,0.015385,0,0,9,0,3,6,8,2,1,0
3205,0,0,0,0,1,0,0.2,0.2,0,0.6,2,5,10,6,14,2,0,0
4668,0,0,0,0,1,0,0.2,0.2,0,0,9,1,10,2,8,2,0,0
3909,4,55,0,0,2,13,0,0.028571,0,0,9,1,4,2,4,1,0,1
1045,3,52.4,0,0,25,324.266667,0,0.032692,0,0,6,1,10,0,3,2,0,0
4671,0,0,0,0,5,115.625,0.04,0.088,0,0,8,1,10,6,12,2,0,0
2185,0,0,0,0,8,228,0.025,0.075,0,0,2,1,10,6,12,2,0,0
8244,7,63.5,5,100.25,62,1573.233333,0,0.004595,0,0,1,1,10,1,12,2,1,0
2329,0,0,0,0,57,2167.126924,0.008182,0.017137,12.360043,0,8,5,10,6,8,2,1,1
283,8,359,1,16,19,497.666667,0.007692,0.023077,0,0,2,1,1,3,8,2,0,0
6506,0,0,0,0,10,189.5,0,0.036667,0,0,1,5,10,6,12,2,0,0
5216,2,57,0,0,15,772.916667,0.017647,0.045098,0,0,8,5,10,6,14,2,0,0
166,0,0,0,0,11,188.458333,0,0.009091,0,0,8,3,3,0,11,1,0,0
8647,1,30.5,1,31,24,533.5,0,0.040741,0,0,2,0,3,0,12,2,0,0
1765,0,0,0,0,23,1375.916667,0.03913,0.093478,0,0,8,5,10,7,14,2,0,0
952,6,169.566667,0,0,21,1853.535714,0,0.021727,0,0,2,5,10,2,7,2,1,0
135,0,0,0,0,4,149,0,0.05,0,0,1,1,10,0,4,2,0,0
7559,2,29.5,0,0,36,1653.395833,0.005556,0.02284,68.250418,0,9,5,10,0,4,2,0,0
3978,2,126,1,6,47,1101.803333,0,0.002721,4.406578,0,8,1,10,0,7,2,0,0
1005,0,0,0,0,7,152.75,0.014286,0.047619,0,0,9,5,10,6,4,1,0,0
99,0,0,0,0,21,615.883117,0.033333,0.049931,0,0,0,5,10,5,8,2,1,0
1053,0,0,0,0,8,726,0.075,0.108333,0,0.6,2,1,10,0,6,2,0,0
3149,0,0,0,0,1,0,0.2,0.2,0,0,9,1,10,4,12,2,0,0
827,0,0,0,0,1,0,0.2,0.2,0,0,4,1,10,2,14,2,0,0
6389,0,0,0,0,10,149.6,0.02,0.04,0,0.6,2,1,10,5,4,2,0,0
703,0,0,0,0,3,159,0,0.033333,0,0,9,3,3,0,8,2,0,0
8070,0,0,0,0,14,343.52,0,0.028571,0,0,4,5,10,7,8,2,1,0
3504,2,60,6,459,17,1370.067857,0.021739,0.035072,0,0,2,3,3,1,8,2,0,0
8985,0,0,1,39,14,443.208333,0.012,0.058222,0,0,2,1,10,0,2,2,0,0
6903,0,0,0,0,17,289.555556,0.017647,0.031373,0,0,9,3,3,0,5,2,0,0
5109,0,0,0,0,8,41.133333,0.025,0.0625,0,0,4,1,10,4,8,2,0,0
4443,2,21,1,26,22,326.583333,0.018182,0.066667,0,0,1,5,10,2,12,2,0,0
5878,0,0,2,23,52,4167.488095,0.009615,0.02484,0,0,2,1,10,6,8,2,0,0
167,3,44,0,0,15,310.25,0.0125,0.0125,0,0,9,5,10,6,4,2,1,0
956,1,0,0,0,14,503.633333,0.013333,0.033333,0,0,5,1,10,4,4,2,0,0
5728,7,199.85,0,0,39,1267.453333,0.004762,0.020635,17.927587,0,8,1,1,0,7,2,0,0
6170,6,87.333333,0,0,62,1470.853037,0,0.009683,0,0,1,1,1,1,12,2,1,0
392,0,0,0,0,36,759.083333,0.008333,0.025926,0,0,8,1,10,8,4,2,1,0
8490,5,175.1,0,0,26,615.559524,0,0.002083,62.773672,0,6,3,3,0,12,1,1,1
3227,0,0,0,0,8,427.75,0,0.0125,0,0,9,0,10,0,4,1,0,0
6376,0,0,0,0,16,450.833333,0.04375,0.06875,0,0,2,1,10,5,8,2,0,0
1826,4,94.233333,2,72,145,2935.255477,0.001361,0.005708,0.268093,0,5,1,10,5,8,2,0,0
6257,0,0,0,0,7,1010.166667,0.028571,0.095238,0,0,2,1,10,0,12,2,0,0
